id	isolate	host	collection_date	country	host_group
8	RF122	cow	2002	Ireland	cattle
18	LGA251	cow	2011	UK	cattle
98	Newbould 305	cow	2012	Switzerland	cattle
344	SS_0537	chicken	2013	UK	poultry
345	SS_0538	chicken	2013	UK	poultry
346	SS_0539	chicken	2013	UK	poultry
347	SS_0540	chicken	2013	UK	poultry
348	SS_0541	chicken	2013	UK	poultry
349	SS_0542	chicken	2013	UK	poultry
351	SS_0544	chicken	2013	UK	poultry
352	SS_0545	chicken	2013	UK	poultry
353	SS_0546	chicken	2013	UK	poultry
354	SS_0547	chicken	2013	UK	poultry
355	SS_0548	chicken	2013	UK	poultry
357	SS_0550	chicken	2013	UK	poultry
358	SS_0551	chicken	2013	UK	poultry
359	SS_0552	chicken	2013	UK	poultry
360	SS_0553	chicken	2013	UK	poultry
362	SS_0555	chicken	2013	UK	poultry
363	SS_0556	chicken	2013	UK	poultry
365	SS_0558	chicken	2013	UK	poultry
368	SS_0561	chicken	2013	UK	poultry
369	SS_0562	chicken	2013	UK	poultry
372	SS_0565	chicken	2013	UK	poultry
373	SS_0566	chicken	2013	UK	poultry
374	SS_0567	chicken	2013	UK	poultry
375	SS_0568	chicken	2013	UK	poultry
376	SS_0569	chicken	2013	UK	poultry
378	SS_0571	chicken	2013	UK	poultry
379	SS_0572	chicken	2013	UK	poultry
380	SS_0573	chicken	2013	UK	poultry
381	SS_0574	chicken	2013	UK	poultry
382	SS_0575	chicken	2013	UK	poultry
383	SS_0576	chicken	2013	UK	poultry
384	SS_0577	chicken	2013	UK	poultry
385	SS_0578	chicken	2013	UK	poultry
386	SS_0579	chicken	2013	UK	poultry
387	SS_0580	chicken	2013	UK	poultry
388	SS_0581	chicken	2013	UK	poultry
389	SS_0582	chicken	2013	UK	poultry
390	SS_0583	chicken	2013	UK	poultry
391	SS_0584	chicken	2013	UK	poultry
807	SS_0585	chicken	2012	UK	poultry
808	SS_0586	chicken	2012	UK	poultry
809	SS_0587	chicken	2012	UK	poultry
810	SS_0588	chicken	2012	UK	poultry
811	SS_0589	chicken	2012	UK	poultry
812	SS_0590	chicken	2012	UK	poultry
813	SS_0591	chicken	2012	UK	poultry
814	SS_0592	chicken	2012	UK	poultry
815	SS_0593	chicken	2013	UK	poultry
816	SS_0594	chicken	2013	UK	poultry
817	SS_0595	chicken	2013	UK	poultry
818	SS_0596	chicken	2013	UK	poultry
819	SS_0597	chicken	2013	UK	poultry
820	SS_0598	chicken	2013	UK	poultry
821	SS_0599	chicken	2013	UK	poultry
822	SS_0600	chicken	2013	UK	poultry
823	SS_0601	chicken	2013	UK	poultry
824	SS_0602	chicken	2013	UK	poultry
825	SS_0603	chicken	2013	UK	poultry
826	SS_0604	chicken	2013	UK	poultry
828	SS_0606	chicken	2013	UK	poultry
829	SS_0607	chicken	2013	UK	poultry
830	SS_0608	chicken	2013	UK	poultry
831	SS_0609	chicken	2013	UK	poultry
832	SS_0610	chicken	2013	UK	poultry
833	SS_0611	chicken	2013	UK	poultry
834	SS_0612	chicken	2013	UK	poultry
835	SS_0613	chicken	2013	UK	poultry
836	SS_0614	chicken	2013	UK	poultry
838	SS_0616	chicken	2013	UK	poultry
839	SS_0617	chicken	2013	UK	poultry
840	SS_0618	chicken	2013	UK	poultry
841	SS_0619	chicken	2013	UK	poultry
842	SS_0620	chicken	2013	UK	poultry
843	SS_0621	chicken	2013	UK	poultry
844	SS_0622	chicken	2013	UK	poultry
845	SS_0623	chicken	2013	UK	poultry
847	SS_0625	chicken	2013	UK	poultry
848	SS_0626	chicken	2013	UK	poultry
849	SS_0627	chicken	2013	UK	poultry
850	SS_0628	chicken	2013	UK	poultry
851	SS_0629	chicken	2013	UK	poultry
852	SS_0630	chicken	2013	UK	poultry
853	SS_0631	chicken	2013	UK	poultry
854	SS_0632	chicken	2013	UK	poultry
860	SS_0638	chicken	2013	UK	poultry
866	SS_0644	chicken	2013	UK	poultry
867	SS_0645	chicken	2013	UK	poultry
868	SS_0646	chicken	2013	UK	poultry
869	SS_0647	chicken	2013	UK	poultry
870	SS_0648	chicken	2013	UK	poultry
871	SS_0649	chicken	2013	UK	poultry
872	SS_0650	chicken	2013	UK	poultry
873	SS_0651	chicken	2013	UK	poultry
874	SS_0652	chicken	2013	UK	poultry
875	SS_0653	chicken	2013	UK	poultry
877	SS_0655	chicken	2013	UK	poultry
878	SS_0656	chicken	2013	UK	poultry
881	SS_0658	chicken	2013	UK	poultry
882	SS_0659	chicken	2013	UK	poultry
883	SS_0660	chicken	2013	UK	poultry
884	SS_0661	chicken	2013	UK	poultry
885	SS_0662	chicken	2013	UK	poultry
886	SS_0663	chicken	2013	UK	poultry
887	SS_0664	chicken	2013	UK	poultry
888	SS_0665	chicken	2013	UK	poultry
889	SS_0666	chicken	2013	UK	poultry
890	SS_0667	chicken	2013	UK	poultry
892	SS_0669	chicken	2013	UK	poultry
893	SS_0670	chicken	2013	UK	poultry
894	SS_0671	chicken	2013	UK	poultry
895	SS_0672	chicken	2013	UK	poultry
897	SS_0674	chicken	2013	UK	poultry
898	SS_0675	chicken	2013	UK	poultry
899	SS_0676	chicken	2013	UK	poultry
900	SS_0677	chicken	2013	UK	poultry
901	SS_0678	chicken	2013	UK	poultry
902	SS_0679	chicken	2013	UK	poultry
903	SS_0680	chicken	2013	UK	poultry
904	SS_0681	chicken	2013	UK	poultry
906	SS_0683	chicken	2013	UK	poultry
907	SS_0684	chicken	2013	UK	poultry
908	SS_0685	chicken	2013	UK	poultry
909	SS_0686	chicken	2013	UK	poultry
910	SS_0687	chicken	2013	UK	poultry
911	SS_0688	chicken	2013	UK	poultry
912	SS_0689	chicken	2013	UK	poultry
913	SS_0690	chicken	2013	UK	poultry
914	SS_0691	chicken	2013	UK	poultry
915	SS_0692	chicken	2013	UK	poultry
916	SS_0693	chicken	2013	UK	poultry
917	SS_0694	chicken	2013	UK	poultry
918	SS_0695	chicken	2013	UK	poultry
919	SS_0696	chicken	2013	UK	poultry
920	SS_0697	chicken	2013	UK	poultry
921	SS_0698	chicken	2013	UK	poultry
922	SS_0699	chicken	2013	UK	poultry
923	SS_0700	chicken	2013	UK	poultry
924	SS_0701	chicken	2013	UK	poultry
925	SS_0702	chicken	2013	UK	poultry
926	SS_0703	chicken	2013	UK	poultry
927	SS_0704	chicken	2013	UK	poultry
928	SS_0705	chicken	2013	UK	poultry
929	SS_0706	chicken	2013	UK	poultry
930	SS_0707	chicken	2013	UK	poultry
931	SS_0708	chicken	2013	UK	poultry
932	SS_0709	chicken	2013	UK	poultry
933	SS_0710	chicken	2013	UK	poultry
934	SS_0711	chicken	2013	UK	poultry
935	SS_0712	chicken	2013	UK	poultry
936	SS_0713	chicken	2013	UK	poultry
937	SS_0714	chicken	2013	UK	poultry
938	SS_0715	chicken	2013	UK	poultry
939	SS_0716	chicken	2013	UK	poultry
940	SS_0717	chicken	2013	UK	poultry
946	SS_0723	chicken	2013	UK	poultry
947	SS_0724	chicken	2013	UK	poultry
948	SS_0725	chicken	2013	UK	poultry
949	SS_0726	chicken	2013	UK	poultry
1663	61291	chicken	1998	Denmark	poultry
1665	61282	chicken	1967	Japan	poultry
1666	61280	chicken	1998	Japan	poultry
1667	61277	chicken	1998	Japan	poultry
1668	61281	chicken	1998	Japan	poultry
1670	61290	pheasant	unknown	UK	game_birds
1671	61283	pheasant	unknown	UK	game_birds
1672	61287	partridge	1996	UK	game_birds
1673	973N0056	grouse	unknown	UK	game_birds
1675	61284	partridge	2006	UK	game_birds
1676	61288	turkey	unknown	UK	poultry
1678	61273	chicken	1976	Belgium	poultry
1679	61269	chicken	1996	UK	poultry
1680	61267	chicken	1996	UK	poultry
1681	61268	chicken	1996	UK	poultry
1682	61272	chicken	1999	USA	poultry
1683	61270	chicken	1999	USA	poultry
1684	61271	chicken	2000	USA	poultry
1685	61276	chicken	1996	Australia	poultry
1686	61275	chicken	1996	Australia	poultry
2694	114	cow	unknown	UK	cattle
2698	38963	cow	unknown	UK	cattle
2702	7_2003	cow	2003	Chile	cattle
2712	9_1987	cow	1987	USA	cattle
2713	9715	chicken	unknown	UK	poultry
2715	B119	cow	1998	Ireland	cattle
2716	B122	cow	1998	Ireland	cattle
2717	B130	cow	1998	Ireland	cattle
2722	CH11	cow	unknown	Chile	cattle
2723	CH48	chicken	1998	Japan	poultry
2724	Chile9	cow	2003	Chile	cattle
2725	CI2315	cow	unknown	UK	cattle
2726	CTH136	cow	1987	USA	cattle
2727	CTH14	cow	1987	USA	cattle
2728	CTH142	cow	1987	USA	cattle
2729	CTH147	cow	1987	USA	cattle
2730	CTH160	cow	1987	USA	cattle
2731	CTH189	cow	1987	USA	cattle
2732	CTH19	cow	1987	USA	cattle
2733	CTH205	cow	1987	USA	cattle
2734	CTH211	cow	1987	USA	cattle
2735	CTH232	cow	1987	USA	cattle
2736	CTH252	cow	1987	USA	cattle
2737	CTH4	cow	1987	USA	cattle
2738	CTH96	cow	1987	USA	cattle
2753	DS36	cow	1998	Sweden	cattle
2754	DS37	cow	2009	Spain	cattle
2756	DS42	cow	2009	Argentina	cattle
2767	DS95	cow	2005	Denmark	cattle
2770	IMD1000-09	pig	2009	Switzerland	pig
2771	IMD2002-10	pig	2010	Switzerland	pig
2772	IMD49-10	pig	2010	Switzerland	pig
2781	LMA1168	cow	1974	USA	cattle
2788	MSA1547	cow	unknown	Ireland	cattle
2795	RF287	cow	unknown	Ireland	cattle
2796	SAU(M)27	cow	2001	USA	cattle
2800	VI_54646	cow	2001	Norway	cattle
2801	VI_54648	cow	2001	Norway	cattle
2802	VI_54649	cow	2001	Norway	cattle
2803	VI_54650	cow	2001	Norway	cattle
2804	VI_54651	cow	2001	Norway	cattle
2805	VI_54652	cow	2001	Norway	cattle
2806	VI_54653	cow	2001	Norway	cattle
2807	VI_54654	cow	2001	Norway	cattle
2808	VI_54655	cow	2001	Norway	cattle
2809	VI_54657	cow	2001	Norway	cattle
2810	VI_54658	cow	2001	Norway	cattle
2811	VI_54659	cow	2001	Norway	cattle
2814	VI_54664	cow	2001	Norway	cattle
2818	VI50900	cow	2001	Norway	cattle
2839	C05_232	cow	2006	England	cattle
2840	C02_737	cow	2006	England	cattle
2841	C02_936	cow	2006	England	cattle
2842	02.4228.J	cow	2002	Scotland	cattle
2843	STF45-1	cow	2006	England	cattle
2844	C02_467	cow	2006	England	cattle
2845	C04_847	cow	2006	England	cattle
2846	C04_288	cow	2006	England	cattle
2857	Ko	cow	2011	Denmark	cattle
2858	2901	dog	2005	UK	companion_animal
2859	SI-702	cow	2008	Italy	cattle
2860	SI-641	sheep	2006	Italy	small_ruminant
2861	ARI233-1	pig	2008	Switzerland	pig
2862	SI-629	sheep	2001	Italy	small_ruminant
2863	22-M75-10-08	red squirrel	2009	England	squirrel
2864	MPS-6H	cow	2011	England	cattle
2865	MPS-18.67	cow	2012	England	cattle
2867	22-M156-05-10	red squirrel	2008	Channel Islands	squirrel
2871	RV2007-03209-66	cow	2007	Netherlands	cattle
2872	NBRC102143	cow	1950	Sweden	cattle
2873	m-MR-6AI	cow	2012	UK	cattle
2874	m-MR-7M	cow	2012	UK	cattle
2875	m-MR-7AD	cow	2012	UK	cattle
2876	m-MR-11S	cow	2012	UK	cattle
2877	m-36-46	cow	2012	UK	cattle
2878	VI_55070_(sg97a)	goat	2001	Norway	small_ruminant
2879	m-29-26	cow	2012	UK	cattle
2880	STF_40-14	cow	2007	UK	cattle
2881	m-30-76	cow	2012	UK	cattle
2882	m-31-77	cow	2012	UK	cattle
2886	m37-55	cow	2012	UK	cattle
2888	GKP138-11	cow	2012	UK	cattle
2889	GKP136-40	cow	2012	UK	cattle
2890	GKP138-41	cow	2012	UK	cattle
2892	GKP138-67	cow	2012	UK	cattle
2893	GKP138-33	cow	2012	UK	cattle
2894	m-25.21_2.3	cow	2012	UK	cattle
2897	GKP136-67	cow	2012	UK	cattle
2898	45-164	cow	2012	England	cattle
2902	GKP12981	cow	unknown	UK	cattle
2903	GKP12973	cow	2012	UK	cattle
2904	GKP12493	cow	unknown	UK	cattle
2905	GKP6751	cow	unknown	UK	cattle
2906	GKP13373	cow	unknown	UK	cattle
2908	2012S143_(MV1-06)	cow	2010	Belgium	cattle
2911	GKP138-73B	cow	2012	England	cattle
2912	GKP138-73D	cow	2012	England	cattle
2913	GKP138-73E	cow	2012	England	cattle
2914	GKP138-73F	cow	2012	UK	cattle
2915	M735/97/1	red squirrel	1997	UK	squirrel
2916	A-2	cow	unknown	Turkey	cattle
2917	A-54	cow	unknown	Turkey	cattle
2918	A-112	cow	unknown	Turkey	cattle
2919	A-134	cow	unknown	Turkey	cattle
2926	12780	pig	2008	Italy	pig
2927	CHILE5	cow	2003	Chile	cattle
2928	CTH54	cow	1987	USA	cattle
2929	CTH163	cow	1987	USA	cattle
2930	Fli5576-9	cow	2006	Germany	cattle
2931	LMA1166	cow	1964	France	cattle
2932	NCIMB702892	cow	1958	Canada	cattle
2933	RF111	cow	1993	Ireland	cattle
2934	RF115	cow	1993	Ireland	cattle
2935	RF116	cow	1993	Ireland	cattle
2971	Fin47_H17	pig	2015	Finland	pig
2972	Fin48_H18	pig	2015	Finland	pig
2973	Fin46_H17	pig	2015	Finland	pig
2975	K12PJN53	pig	2012	South Korea	pig
2976	S54F9	pig	2005	Denmark	pig
2977	CC9_pig1	pig	2015	USA	pig
2978	CC9_pig2	pig	2015	USA	pig
2979	CC9_pig3	pig	2015	USA	pig
2980	CC9_pig4	pig	2015	USA	pig
2981	CC9_pig5	pig	2015	USA	pig
2982	CC9_pig6	pig	2015	USA	pig
2983	CC9_pig7	pig	2015	USA	pig
2984	CC9_pig8	pig	2015	USA	pig
2985	CC9_pig9	pig	2015	USA	pig
2986	CC9_pig10	pig	2015	USA	pig
2988	IBUN9014YSA	pig	2014	Colombia	pig
2989	0213-M-4A	pig	2021	China	pig
2990	M3	pig	2015	China	pig
2991	XM201503-M6	pig	2015	China	pig
2992	M48	pig	2012	China	pig
2993	M51	pig	2012	China	pig
2994	PN246B0	pig	2016	South Africa	pig
2995	PR243B0	pig	2016	South Africa	pig
2996	PN243B0	pig	2016	South Africa	pig
2997	PN235B0	pig	2016	South Africa	pig
3000	IMT38951_SK41	pig	2016	Germany	pig
3001	IMT38951_SK42	pig	2016	Germany	pig
3002	GDB8P68A	pig	2018	China	pig
3003	GDY8P109A	pig	2018	China	pig
3004	GD-G33	pig	2013	China	pig
3005	GD-G38	pig	2013	China	pig
3006	PJFA-521M	pig	2017	South Korea	pig
3007	T144	pig	2014	China	pig
3008	CQB5P008P	pig	2015	China	pig
3009	CQSE017P	pig	2015	China	pig
3010	CQB3M005P	cow	2013	China	cattle
3011	CQR3P007P	pig	2013	China	pig
3012	CQH3M012P	cow	2013	China	cattle
3013	CQB5P051P	pig	2015	China	pig
3014	CQY3C006P	chicken	2013	China	poultry
3015	CQH3M001P	cow	2013	China	cattle
3016	CQH3M002P	cow	2013	China	cattle
3017	CQB3M006P	cow	2013	China	cattle
3018	CQH3C002P	chicken	2013	China	poultry
3019	CQB3M013P	cow	2013	China	cattle
3020	CQB3M011P	cow	2013	China	cattle
3021	CQH3M007P	cow	2013	China	cattle
3022	CQR3P001P	pig	2013	China	pig
3023	CQH3P002P	pig	2013	China	pig
3024	CQR3P006P	pig	2013	China	pig
3025	CQY3C001P	chicken	2013	China	poultry
3026	324	pig	2009	Germany	pig
3027	1061	pig	2009	Germany	pig
3028	089B_2	pig	2009	Peru	pig
3029	09_01691_3	pig	2009	Poland	pig
3030	2007-70-91-4-SPA	pig	2007	Denmark	pig
3031	2007-70-92-6-SPA	pig	2007	Denmark	pig
3032	2007-70-95-9-SPA	pig	2007	Denmark	pig
3033	34-M-B-1_11	pig	2008	Denmark	pig
3034	3-S-1	pig	2007	Denmark	pig
3035	7_2007-70-77-4	pig	2007	Denmark	pig
3036	7-1	pig	2007	Canada	pig
3037	7-109	pig	2007	Canada	pig
3038	7-12	pig	2007	Canada	pig
3039	7-14	pig	2007	Canada	pig
3040	7-3	pig	2007	Canada	pig
3041	7413532-2	pig	2002	Denmark	pig
3042	7SPA_72-13850-1	pig	2000	Denmark	pig
3043	9B	pig	2007	Denmark	pig
3045	P23-01_SW31.1	pig	2008	United States	pig
3046	P23-02_SW62.1	pig	2008	United States	pig
3047	P23-03_SW181.1	pig	2008	United States	pig
3048	SWK35	pig	2009	United States	pig
3051	BSAR141_2	cow	2011	Denmark	cattle
3052	GKP136-4	cow	2012	United Kingdom	cattle
3053	DTU2013_1133	pig	2008	Denmark	pig
3054	NCTC9546	chicken	1954	United Kingdom	poultry
3055	NCTC9547	cow	1954	Unknown	cattle
3056	NCTC8399	cow	1947	United Kingdom	cattle
3057	NCTC9551	cow	1954	Unknown	cattle
3058	NCTC9553	cow	1954	United Kingdom	cattle
3059	NCTC9552	cow	1954	Unknown	cattle
3060	_W1	pig	2015	Denmark	pig
3061	_W2	pig	2015	Denmark	pig
3062	_W3	pig	2015	Denmark	pig
3063	_W4	pig	2015	Denmark	pig
3064	_W5	pig	2015	Denmark	pig
3065	_W6	pig	2015	Denmark	pig
3066	_W7	pig	2015	Denmark	pig
3067	_F1	pig	2015	Denmark	pig
3068	_F2	pig	2015	Denmark	pig
3069	_F3	pig	2015	Denmark	pig
3070	_F4	pig	2015	Denmark	pig
3071	_F5	pig	2015	Denmark	pig
3072	_F6	pig	2015	Denmark	pig
3073	_F7	pig	2015	Denmark	pig
3074	_F8	pig	2015	Denmark	pig
3075	_F9	pig	2015	Denmark	pig
3076	9	cow	2000	Finland	cattle
3077	75	cow	2000	Finland	cattle
3078	110	cow	2000	Finland	cattle
3079	112	cow	2000	Finland	cattle
3080	ISU_871	pig	2010	USA	pig
3081	ISU_872	pig	2010	USA	pig
3082	ISU_873	pig	2010	USA	pig
3083	ISU_874	pig	2010	USA	pig
3084	ISU_875	pig	2010	USA	pig
3085	ISU_876	pig	2010	USA	pig
3086	ISU_877	pig	2010	USA	pig
3087	ISU_878	pig	2010	USA	pig
3088	ISU_879	pig	2010	USA	pig
3089	ISU_880	pig	2010	USA	pig
3090	ISU_881	pig	2010	USA	pig
3091	ISU_882	pig	2010	USA	pig
3092	ISU_912	pig	2010	USA	pig
3093	ISU_915	pig	2010	USA	pig
3094	ISU_916	pig	2010	USA	pig
3095	ISU_917	pig	2010	USA	pig
3096	ISU_918	pig	2010	USA	pig
3097	ISU_922	pig	2010	USA	pig
3098	ISU_924	pig	2010	USA	pig
3099	ISU_925	pig	2010	USA	pig
3100	ISU_933	pig	2010	USA	pig
3101	ISU_934	pig	2010	USA	pig
3102	ISU_935	pig	2010	USA	pig
3103	ISU_936	pig	2010	USA	pig
3104	ISU_939	pig	2010	USA	pig
3105	ISU_941	pig	2010	USA	pig
3106	ISU_949	pig	2010	USA	pig
3107	ISU_951	pig	2010	USA	pig
3108	ISU_952	pig	2010	USA	pig
3109	ISU_953	pig	2010	USA	pig
3110	ISU_954	pig	2010	USA	pig
3111	ISU_956	pig	2010	USA	pig
3112	ISU_968	pig	2010	USA	pig
3113	ISU_969	pig	2010	USA	pig
3114	ISU_970	pig	2010	USA	pig
3115	ISU_971	pig	2010	USA	pig
3116	ISU_976	pig	2010	USA	pig
3117	ISU_978	pig	2010	USA	pig
3118	ISU_979	pig	2010	USA	pig
3119	ISU_992	pig	2010	USA	pig
3120	ISU_1000	pig	2010	USA	pig
3121	ISU_1001	pig	2010	USA	pig
3122	ISU_1002	pig	2010	USA	pig
3123	ISU_1008	pig	2010	USA	pig
3124	ISU_1009	pig	2010	USA	pig
3125	ISU_1010	pig	2010	USA	pig
3126	MRSA_SKN07	cow	2014	India	cattle
3127	ISU_926	pig	2010	USA	pig
3128	SA7112	pig	2012	Brazil	pig
3129	19	cow	2005	Belgium	cattle
3130	299	cow	2006	Belgium	cattle
3131	682	cow	2011	Italy	cattle
3132	685	cow	2012	Italy	cattle
3133	663	cow	2012	Italy	cattle
3134	674	cow	2011	Italy	cattle
3135	141	cow	2006	Belgium	cattle
3136	ILS-72	cow	2011	Ivory Coast	cattle
3137	Sa12-001	cow	2012	Australia	cattle
3138	Sa12-002	cow	2012	Australia	cattle
3139	Sa13-001	cow	2013	Australia	cattle
3140	Sa13-002	cow	2013	Australia	cattle
3141	Sa14-001	cow	2014	Australia	cattle
3142	Sa14-002	cow	2014	Australia	cattle
3143	Sa14-003	cow	2014	Australia	cattle
3144	Sa14-004	cow	2014	Australia	cattle
3145	AL-699	cow	2013	Chile	cattle
3146	AL-492	cow	2013	Chile	cattle
3147	MT-0541	cow	2013	Chile	cattle
3148	AL-704	cow	2013	Chile	cattle
3149	MT-0557	cow	2013	Chile	cattle
3150	MT-0509	cow	2013	Chile	cattle
3151	MT-0363	cow	2013	Chile	cattle
3152	1608	cow	2016	Switzerland	cattle
3153	Sa52	cow	2016	Denmark	cattle
3154	4185	cow	2001	Brazil	cattle
3155	241	cow	2016	Russia	cattle
3156	1113	cow	2016	Russia	cattle
3157	11131	cow	2016	Russia	cattle
3158	17	cow	2017	Russia	cattle
3159	42	cow	2017	Russia	cattle
3160	MR3	pig	2016	Nepal	pig
3161	MR6	pig	2016	Nepal	pig
3162	MR9	pig	2016	Nepal	pig
3163	MR10	pig	2016	Nepal	pig
3164	MR15	pig	2016	Nepal	pig
3165	2AY16-1	pig	2016	China	pig
3166	2AY19	pig	2016	China	pig
3167	2AY20	pig	2016	China	pig
3168	2AY27	pig	2016	China	pig
3169	2AY36	pig	2016	China	pig
3170	2AY41	pig	2016	China	pig
3171	2AY47	pig	2016	China	pig
3172	2AY54	pig	2016	China	pig
3173	2AY60	pig	2016	China	pig
3174	2AY63	pig	2016	China	pig
3175	2AY68-1	pig	2016	China	pig
3176	2AY7-1	pig	2016	China	pig
3177	2AY72	pig	2016	China	pig
3178	2AY74	pig	2016	China	pig
3179	2AY76	pig	2016	China	pig
3180	2AY77	pig	2016	China	pig
3181	2B1-1	pig	2016	China	pig
3182	2CY12	pig	2016	China	pig
3183	2CY17	pig	2016	China	pig
3184	2CY19	pig	2016	China	pig
3185	2CY2	pig	2016	China	pig
3186	2CY20-1	pig	2016	China	pig
3187	2CY3	pig	2016	China	pig
3188	2CY4	pig	2016	China	pig
3189	2CY8	pig	2016	China	pig
3190	AY20	pig	2016	China	pig
3191	AY53	pig	2016	China	pig
3192	BY2	pig	2016	China	pig
3193	BY46-2	pig	2016	China	pig
3194	BY48-1	pig	2016	China	pig
3195	BY49-2	pig	2016	China	pig
3196	BY51	pig	2016	China	pig
3197	BY53	pig	2016	China	pig
3198	BY54	pig	2016	China	pig
3199	BY55-1	pig	2016	China	pig
3200	BY56-1	pig	2016	China	pig
3201	BY59-1	pig	2016	China	pig
3202	BY65	pig	2016	China	pig
3203	BY68	pig	2016	China	pig
3204	BY69	pig	2016	China	pig
3205	BY7	pig	2016	China	pig
3206	BY73	pig	2016	China	pig
3207	BY74	pig	2016	China	pig
3208	BY78	pig	2016	China	pig
3209	BY80	pig	2016	China	pig
3210	BY82	pig	2016	China	pig
3211	BY89	pig	2016	China	pig
3212	CY14	pig	2016	China	pig
3213	CY21-2	pig	2016	China	pig
3214	DY22	pig	2016	China	pig
3215	DY32	pig	2016	China	pig
3216	DY67-1	pig	2016	China	pig
3217	DY82	pig	2016	China	pig
3218	S2AY11	pig	2016	China	pig
3219	S2AY23	pig	2016	China	pig
3220	S2AY8	pig	2016	China	pig
3221	2CY21	pig	2016	China	pig
3222	S2CY27	pig	2016	China	pig
3223	SAY42	pig	2016	China	pig
3224	SDY10	pig	2016	China	pig
3225	SDY17	pig	2016	China	pig
3226	SDY30	pig	2016	China	pig
3227	SDY38-1	pig	2016	China	pig
3228	DY77	pig	2016	China	pig
3229	SDY82	pig	2016	China	pig
3230	E77	pig	2016	China	pig
3231	SEY16-1	pig	2016	China	pig
3232	SEY49-1	pig	2016	China	pig
3233	SGY37	pig	2016	China	pig
3234	SHY37-1	pig	2016	China	pig
3235	SJY5	pig	2016	China	pig
3236	SKY9-1	pig	2016	China	pig
3237	YF012	pig	2015	China	pig
3238	YF037	pig	2015	China	pig
3239	YG029	pig	2015	China	pig
3240	YH022	pig	2015	China	pig
3241	YH030	pig	2015	China	pig
3242	YI040	pig	2015	China	pig
3243	YK046	pig	2015	China	pig
3244	15	cow	2015	Netherlands	cattle
3245	28	cow	2015	Netherlands	cattle
3246	31	cow	2015	Netherlands	cattle
3247	58	cow	2015	Netherlands	cattle
3248	139	cow	2015	Netherlands	cattle
3249	483	cow	2015	Netherlands	cattle
3250	909	cow	2014	Netherlands	cattle
3251	A54_B	cow	2016	Malaysia	cattle
3252	PKFA-151	pig	2017	South Korea	pig
3253	G08M	cow	2005	Switzerland	cattle
3254	G12B	cow	2005	Switzerland	cattle
3255	G29N	cow	2005	Switzerland	cattle
3256	M2084B	cow	2004	Switzerland	cattle
3257	M2130B	cow	2004	Switzerland	cattle
3258	M2529B	cow	2004	Switzerland	cattle
3259	M5512B	cow	2004	Switzerland	cattle
3260	M6020B	cow	2004	Switzerland	cattle
3261	M3783C	cow	2004	Switzerland	cattle
3262	M2839C	cow	2004	Switzerland	cattle
3263	M1280C	cow	2004	Switzerland	cattle
3264	M1655C	cow	2004	Switzerland	cattle
3265	M2323C	cow	2004	Switzerland	cattle
3266	M2682C	cow	2004	Switzerland	cattle
3267	K2R	cow	2004	Switzerland	cattle
3268	G07I	cow	2005	Switzerland	cattle
3269	M3386D	cow	2004	Switzerland	cattle
3270	G42G	cow	2005	Switzerland	cattle
3271	G33O	cow	2005	Switzerland	cattle
3272	G68P	cow	2005	Switzerland	cattle
3273	G11F	cow	2005	Switzerland	cattle
3274	G19F	cow	2005	Switzerland	cattle
3275	3059	cow	2015	Brazil	cattle
3276	Lodi13K	cow	2011	Italy	cattle
3277	Lodi10B	cow	2011	Italy	cattle
3278	Lodi4R	cow	2011	Italy	cattle
3279	Lodi11bM	cow	2011	Italy	cattle
3280	M5171B	cow	2005	Switzerland	cattle
3281	B231_MRSA	cow	2007	Belgium	cattle
3282	B524_MRSA	cow	2011	Belgium	cattle
3283	Ani_GT_111	cow	2016	Belgium	cattle
3284	Ani_LG_017	cow	2016	Belgium	cattle
3285	Ani_LG_020	cow	2016	Belgium	cattle
3286	Ani_LG_027	cow	2016	Belgium	cattle
3287	Ani_LG_010	cow	2016	Belgium	cattle
3288	AAS1	pig	2015	Taiwan	pig
3289	Ani_OS001	cow	2016	Norway	cattle
3290	Ani_OS001m	cow	2016	Norway	cattle
3291	70	cow	2018	Russia	cattle
3292	74	cow	2018	Russia	cattle
3293	88	cow	2018	Russia	cattle
3294	8656	cow	2018	Russia	cattle
3295	615	cow	2018	Russia	cattle
3296	1703	cow	2018	Russia	cattle
3297	1838	cow	2018	Russia	cattle
3298	1839	cow	2018	Russia	cattle
3299	23	cow	2018	Russia	cattle
3300	8	cow	2018	Russia	cattle
3301	812	cow	2018	Russia	cattle
3302	724	cow	2018	Russia	cattle
3303	18-17	cow	2018	Russia	cattle
3304	18-16	cow	2018	Russia	cattle
3305	18-13	cow	2018	Russia	cattle
3306	18-29M	cow	2018	Russia	cattle
3307	18-19M	cow	2018	Russia	cattle
3308	18-35M	cow	2018	Russia	cattle
3309	18-13-1	cow	2018	Russia	cattle
3310	18-7M	cow	2018	Russia	cattle
3311	1709	cow	2018	Russia	cattle
3312	GDM7P049A	pig	2017	China	pig
3313	SH44	cow	2018	China	cattle
3314	SH49	cow	2018	China	cattle
3315	Saari_1	cow	2015	Finland	cattle
3316	Saari_2	cow	2015	Finland	cattle
3317	Saari_3	cow	2016	Finland	cattle
3318	Saari_4	cow	2017	Finland	cattle
3319	Saari_5	cow	2017	Finland	cattle
3320	Saari_6	cow	2018	Finland	cattle
3321	Saari_7	cow	2018	Finland	cattle
